block_day,lp_yield,lend_yield,stake_yield,close_price,fee_usd,lp_30ma_return,lend_30ma_return,stake_30ma_return,lp_30ma_volatility,lend_30ma_volatility,stake_30ma_volatility,lp_30ma_sharpe_ratio,lend_30ma_sharpe_ratio,stake_30ma_sharpe_ratio
2023-01-01,0.03294286708752,0.0176668272106942,0.0475586302011491,1202.11,1.820165481003688e-05,0.14183550034768022,0.018720406935187242,0.05135753214438213,0.20279251311428542,0.0024476762434139,0.003450178148018334,13.362245911973961,146.1193543368466,284.3865539211937
2023-01-02,0.0546130184389905,0.0180417001397639,0.0490145873175202,1221.34,2.018661187426398e-05,0.14203093545601098,0.018810267413214798,0.05129834975443522,0.20270251657328306,0.0023676953266431456,0.003475383563007405,13.38659853717849,151.7803622330707,281.9986853792664
2023-01-03,0.060211666326842,0.018250249410372,0.0510692329627901,1210.65,2.274889286199076e-05,0.14162983503150514,0.018917106209200764,0.05130952475188678,0.2028572150554847,0.0022618884644319964,0.0034740450173199196,13.338614543494243,159.78277105609394,282.16879432943324
2023-01-04,0.0703803800238868,0.0182749850054341,0.0538176443864814,1252.16,2.4222476546311685e-05,0.1378219897935065,0.01898580820659066,0.05145570679006974,0.2030945208685544,0.0022076010997295697,0.003484576123199984,12.96482744392313,164.30656631234808,282.1174981244636
2023-01-05,0.0308852316039981,0.0183272491078801,0.0611455133342589,1251.32,2.74822271990798e-05,0.13350240522524429,0.01899049763850269,0.051820600223337045,0.2039723439622284,0.002205993625131005,0.0038971419511832943,12.504439675594194,164.4669068040785,254.04031712392626
2023-01-06,0.0613044036962619,0.0182608347459096,0.0498139176684194,1266.32,2.535368302648896e-05,0.13294712502899741,0.019020861579316803,0.0517352051974365,0.20415135110650912,0.0021888358645612955,0.003912594782592955,12.44151088662866,166.02115129467396,252.6200034498485
2023-01-07,0.2899583521199927,0.0184643690356664,0.0501556422314348,1264.2,2.0306652254498403e-05,0.13936578614539546,0.01906464963851078,0.05154215862575155,0.20601375048680423,0.0021631221893217293,0.0038398141237821347,12.924281022335908,168.3814357431254,256.4477149568619
2023-01-08,0.0301522693070223,0.0163304642235053,0.0474205806503783,1269.72,2.581855744084164e-05,0.13703915842811448,0.019032014106243562,0.05136335597124023,0.20686660496518444,0.0021976257081739404,0.0039043101099494847,12.656124201737047,165.45407054754216,251.3364743964289
2023-01-09,0.1687726618801605,0.0171948757979271,0.0585224096705281,1317.74,2.825799134633984e-05,0.14159392059372322,0.019035749474481396,0.051650299038654736,0.20597946337211517,0.0021942910589551013,0.004105283198425008,13.133095942358104,165.73803260195743,240.36772371006947
2023-01-10,0.0511078905017003,0.0174422878655611,0.052312300977439,1339.75,2.931731152821975e-05,0.14094445248844403,0.019047971987315518,0.05184177793829373,0.2062416080490906,0.0021839933802190216,0.003992471540417275,13.056240248337312,166.62641798420236,248.07585146322435
2023-01-11,0.1617583435360594,0.0167570030607311,0.049408649730718,1342.74,2.916177222044436e-05,0.14113106069914752,0.019030701621221453,0.051744395890586145,0.20625838192932006,0.0022004823203877854,0.0040157113281971725,13.072463303217157,165.2278869034908,246.17688240712897
2023-01-12,0.1862625597186974,0.0164586751796954,0.058911054348002,1427.58,3.009425092246188e-05,0.14405374008769153,0.018986777956460803,0.051942828811266696,0.20625588948856075,0.0022391938382699647,0.0042196539917607676,13.343341840527398,161.99664242084737,235.17718585144624
2023-01-13,0.0583092480466943,0.0159082376940171,0.061178512325009,1456.07,3.362490249133401e-05,0.13459575982008404,0.018918586992115568,0.052164359151903976,0.20334867252808614,0.0023019998276333064,0.004523797489251823,12.64551348578264,157.01091400872042,220.30134740385253
2023-01-14,0.2758065874215359,0.015585150121048,0.06673351265535,1538.04,3.2248907800557e-05,0.1415216992039542,0.01883508503270409,0.05263664021390411,0.20453816961745683,0.002377286969933398,0.00524859830849711,13.218893431793473,151.3674196010613,191.59812585708235
2023-01-15,0.1183470944879713,0.0153954610618282,0.0533087592586109,1552.35,2.84480706163869e-05,0.14206445183320554,0.0187729071054264,0.05255026850203366,0.20445144248042244,0.0024433580631408776,0.005214253509034394,13.27521835210048,146.7880995699467,192.54366292449325
2023-01-16,0.151318241344157,0.0152695201896776,0.0560617481889371,1579.41,3.294205546398417e-05,0.14476901634531447,0.018721939145177283,0.052416457064049626,0.2040039201384774,0.0025012252001657496,0.005063800077039716,13.557622676587572,143.00277524803928,197.75958586000635
2023-01-17,0.1477370479653236,0.0150353732605519,0.0557168352680369,1581.5,3.6318076655279496e-05,0.14836828613506675,0.018594371465487414,0.05257785161580083,0.20303757400767608,0.0025898377656122756,0.005090068158190061,13.960825430549008,137.16881140685504,197.34479254048898
2023-01-18,0.164704043713346,0.0155364459078805,0.0536926310986112,1528.2,3.3721747129395004e-05,0.14757077447627637,0.018270510129743536,0.052750067195129,0.20292093387825147,0.0023222093225956225,0.005035364021710658,13.89376459999593,150.31272268074767,200.14215742358482
2023-01-19,0.3855226768766068,0.0147168077086242,0.0610591648072017,1545.03,2.949647125732362e-05,0.15349582365094638,0.017961292394431647,0.05299167026144873,0.20728741390744232,0.002144733578785946,0.005257034837012634,14.147185967427397,159.99656683231524,192.58088831583717
2023-01-20,0.0738955865583326,0.0138682245936801,0.049764968023631,1637.84,3.2763628710187764e-05,0.15436383748393848,0.017637911177322208,0.05297768870398875,0.20688391996821315,0.0019961922688619114,0.005265309704816637,14.254935689072637,168.80729634817544,192.22750004868547
2023-01-21,0.0586100055689631,0.013214868528699,0.058809458253122,1660.63,2.89878386113802e-05,0.15295631260942685,0.01734932271224068,0.053154449641803846,0.20740364114805895,0.0019886886856574104,0.005371616100878725,14.089560979279032,166.67181113079673,189.05191946761124
2023-01-22,0.0678722328451076,0.013006072104046,0.0510645836946505,1628.25,2.6488811120859756e-05,0.14680707108765761,0.017069518997506795,0.05286799354378242,0.207089664450789,0.0019896044205043022,0.005240359680439237,13.54362692315527,163.90831221970078,192.74280012039273
2023-01-23,0.5716915524683341,0.0126280183207384,0.0513605164839893,1632.14,2.8186200040247988e-05,0.16404527769723787,0.01681520278961383,0.052974605419851474,0.2202504585024765,0.002054604761685987,0.005173427979495066,14.229621364356497,156.35805202575887,195.6301352777375
2023-01-24,0.1394337243623377,0.0124033485680965,0.0563727316310842,1599.45,3.247160943795901e-05,0.1676102845232423,0.016554255839511055,0.053345563707201206,0.2189090209224179,0.002102292970376474,0.004995939013238558,14.627948981275182,150.43983792693768,203.99880000662395
2023-01-25,0.0992281738380391,0.0120654896351024,0.0601912041545469,1617.97,3.1648548881739816e-05,0.16913884561831433,0.0162916190750273,0.05370739055610901,0.21824291319739822,0.0021556240240447654,0.005087796830333832,14.806405674159384,144.3901821126682,201.6743769585293
2023-01-26,0.1390024127593918,0.0126181365868286,0.0562643706767289,1602.99,3.238364401467525e-05,0.1705157130456586,0.01606279076657579,0.05394442277562231,0.217906687784911,0.0021694867736943724,0.005033674353581174,14.949968524100182,141.4524349374789,204.74243617115232
2023-01-27,0.0412087064726363,0.012356330553553,0.0632129986667707,1598.72,2.9296949585671683e-05,0.16749866012476444,0.015839452877534767,0.05436108776589369,0.21908576119773754,0.002195393823516231,0.005268824636057997,14.60641436011558,137.83965276902367,197.11552295720278
2023-01-28,0.1582518848926474,0.0127947128122157,0.0513481394228978,1567.24,2.4530649951029443e-05,0.1710323815742649,0.015651834082580144,0.054451598779310065,0.21801494224152668,0.0022074414861239116,0.005189757124559244,14.987821606899496,135.4635545992012,200.45183406883163
2023-01-29,0.0446533969879944,0.0125297855172043,0.0495503318445405,1643.21,3.06350928593634e-05,0.1680027431664889,0.015468676650916658,0.05448526469619681,0.21915367733977717,0.0022316094678391197,0.005153235997884589,14.645831821790763,132.4284812017765,201.99725393054212
2023-01-30,0.0839492878932404,0.0119752990841602,0.0515609500601133,1557.18,2.8898211305890083e-05,0.13259638495812637,0.015279226767703066,0.054546719333098376,0.11825247854074097,0.0022799929812500706,0.0051051844144785015,21.422387157776026,128.03075269322798,204.12849468526247
2023-01-31,0.4472183463416742,0.0119211728787739,0.0534161735049704,1576.74,3.557911710728365e-05,0.14640556759993154,0.015087704956639057,0.05474197077655908,0.12983559377995685,0.0023135891192162697,0.004937978714069208,21.543202138705034,124.59005623247857,211.7959480521789
2023-02-01,0.0552955007664089,0.0127445562922665,0.0523549753841758,1635.79,3.394145605169826e-05,0.14642831701084547,0.01491113349505581,0.0548533170454476,0.1298190142845428,0.002282293745292058,0.004841089452784371,21.549301417078652,124.82039440046447,216.4742380633399
2023-02-02,0.0595159896346344,0.0127329884534467,0.0569194162224986,1640.8,4.48010240639528e-05,0.14640512778777187,0.014727224796491634,0.05504832315410455,0.12983500713931054,0.0022255338445068638,0.004801066395903444,21.543234761020134,126.42505319202591,219.05482041658516
2023-02-03,0.061141804975018,0.0129381110904942,0.0547694186703023,1657.36,4.7679422768522e-05,0.14609717528614294,0.01454932899932697,0.05508004896356525,0.13003235276325648,0.0021439726565717003,0.004795795354089023,21.465293485845073,129.64929351487908,219.42196866348698
2023-02-04,0.0479750608555394,0.0129815767238931,0.0553832869025401,1678.81,3.927598080584955e-05,0.14666683626119428,0.014371139919860738,0.054887974749174624,0.12954674195104798,0.0020387163830161356,0.004657901182570729,21.629767990799788,134.67309378774317,225.12999827300231
2023-02-05,0.0597793647357501,0.0133103075492635,0.0511595324019464,1622.4,3.220546704273601e-05,0.1466160016291772,0.0142061223466392,0.05493282857362552,0.12958168804799902,0.0019092631338630788,0.004613623493606683,21.61643994826326,142.1530545125367,227.476346467197
2023-02-06,0.029674142694587,0.0135424892573065,0.050682124818483,1638.37,3.662784701467044e-05,0.13793986131499705,0.014042059687360536,0.0549503779931938,0.1283611700132582,0.0017341750800834398,0.004595792168720772,20.53064294950703,154.69785993548237,228.43189138014716
2023-02-07,0.2140603928578766,0.0138003007159554,0.0551234606918818,1667.49,5.047550834269549e-05,0.14407013210002553,0.01395772090377554,0.05520714066124391,0.1274240643085756,0.0016797146125601908,0.004370244850908075,21.600755116069433,158.7542797153772,241.34367234758432
2023-02-08,0.0879843635059387,0.0139261278891785,0.0567400182244233,1652.81,5.5283847361156806e-05,0.14137718882088476,0.013848762640150586,0.055147727613040425,0.12773729951560947,0.0015645585851350695,0.004335598313563405,21.14501723582479,169.10855320757838,243.0104867851989
2023-02-09,0.1597135091428541,0.014251358692411,0.0596352169843418,1541.0,5.0153018006118005e-05,0.14499737610892324,0.013742398334378918,0.05539182481327051,0.12662491647307358,0.0014129538940258423,0.004376407685721014,21.87698170390612,185.8150875568407,241.81004219495122
2023-02-10,0.1899686607159244,0.0142523565615732,0.0570102736136666,1507.0,3.7226134838794006e-05,0.14593772001491878,0.013658910117740319,0.055645212276035465,0.12685821214808354,0.0012980068242801092,0.004235849542197602,21.978366073647067,201.04140171809024,250.97687659459453
2023-02-11,0.1376386958837487,0.0144152218661067,0.0528860371628157,1535.6,2.7723457399972395e-05,0.14431692455375378,0.013590795007287363,0.05544437836986259,0.12663566331306017,0.0011955948277317199,0.004218463170521155,21.77246835605773,217.17371806262003,251.10172084412505
2023-02-12,0.0819442555452783,0.0146478406320084,0.0490465939349869,1511.92,2.589431523946832e-05,0.1451047581370399,0.013548781771887073,0.05503998109019518,0.12615474274953956,0.0011317946423157904,0.004231298621788632,21.974778365728838,228.70678356455196,248.51409844739854
2023-02-13,0.1363010441633996,0.0129015869267108,0.0552099885571396,1486.15,3.5871829669632403e-05,0.14045457336176875,0.013459329665409166,0.054655863620254846,0.12371844635355182,0.001069641077287874,0.0036106957392796025,21.68941605239782,240.39852027463388,289.19601198653606
2023-02-14,0.0228470504662463,0.0119420641053527,0.052662286855298,1555.78,3.704166300421365e-05,0.13727123856104453,0.013344216433526651,0.05463431454014441,0.1255223768046303,0.0010394923711936831,0.0036209272731171855,20.89319368471582,245.25518807325432,288.2651417630978
2023-02-15,0.0786296494871009,0.012158185061781,0.0719160557676491,1665.44,6.343098604531808e-05,0.1348482854991427,0.013240505262596762,0.05516279145943481,0.12594272670920661,0.000995039125125282,0.004801094317085472,20.45590836732202,254.22065471792843,219.50904970039537
2023-02-16,0.0585440171417138,0.012934981828949,0.0587735490353007,1682.03,6.55062585264229e-05,0.13187518447168903,0.013170492214876667,0.0552646819183436,0.12667860271618375,0.0009365697055683873,0.004845487941574189,19.888693178628092,268.6632921871402,217.89967868676186
2023-02-17,0.0288948972393269,0.0129739652232897,0.0557612637103195,1695.34,5.143033777632408e-05,0.12734821292255505,0.013085076192056974,0.05533363633873388,0.12788585759544735,0.0008233600348073086,0.0048370568734041565,19.0246539958144,303.62176820326533,218.5518313241235
2023-02-18,0.0192654323998588,0.0129394778581444,0.0604659615130597,1688.0,4.313026103688e-05,0.11513963810666346,0.013025831863707647,0.05531386289559581,0.11960356055870387,0.000763681759862442,0.004814001892755034,18.391924848045758,325.8663247071201,219.52003558434643
2023-02-19,0.033641357798529,0.0130577702900688,0.0554529439375664,1686.12,4.015530873253332e-05,0.11379783048133667,0.012998816720253936,0.05550346209272699,0.12030596392549422,0.000747007480282552,0.004698548881081877,18.071460696774217,332.4492073992561,225.68503195642793
2023-02-20,0.0597993534887346,0.0138698915126734,0.0540012400077278,1700.7,4.9649269149331205e-05,0.11383747541199572,0.01302065081971975,0.055343188151213855,0.12028734506095339,0.0007629429446154493,0.004663766845697632,18.080554632756943,326.0521463386992,226.71161745532206
2023-02-21,0.1347990560803868,0.013915710571979,0.0559676247558531,1641.12,5.051699389264944e-05,0.11606836951983836,0.013050972101984184,0.055506622853253945,0.12002580092699688,0.0007802235352069749,0.0045940480701791514,18.475053438203417,319.57312316139075,230.83183380349936
2023-02-22,0.0895354743524971,0.0135181561626444,0.0591015260134708,1619.33,5.327691282896446e-05,0.09999650024931045,0.01308064336338105,0.055764656504236655,0.08369525055268402,0.0007805098624200427,0.004570477762008012,22.826031850023213,320.1821688560113,233.1008533630772
2023-02-23,0.0726903865289552,0.0134506310016112,0.0557544566357175,1646.58,5.888741668512143e-05,0.09777172232153104,0.013115552777831541,0.05574404733772443,0.08349763450771812,0.0007725523374954089,0.004569035017572772,22.37100659431299,324.3434416393323,233.08828339718605
2023-02-24,0.0539318604009549,0.0134065385566824,0.052284290145568,1602.99,4.757670521234298e-05,0.09626184520696156,0.013160254408550873,0.055480483537425136,0.08387906204939721,0.0007481095567247746,0.004531556360992901,21.92537595768464,336.0822023799135,233.90488063154666
2023-02-25,0.0321515408568735,0.0135858885917148,0.050096141660743,1574.0,3.4366525138334e-05,0.09270014947687762,0.013192512808713747,0.055274875903558944,0.08426927676190431,0.0007447847166577485,0.004633548993417118,21.01636488510232,338.4100098701539,227.90846128183176
2023-02-26,0.0979521572384074,0.0133350847082598,0.0463742699539011,1642.65,3.4795171252728755e-05,0.09459159783573666,0.013225137947203975,0.05471358494646329,0.0837086298746616,0.0007281440257231041,0.004658618557518622,21.588812789013474,346.99990219660583,224.3801590061973
2023-02-27,0.1181693118214042,0.0120167917205731,0.0448384167770351,1627.28,3.687333997245e-05,0.09325551206669522,0.01319920724414922,0.0544965941916012,0.08297416079771236,0.0007572700677421354,0.004962477315993605,21.472275697443212,332.9994292215583,209.8056885376456
2023-02-28,0.0323333470420044,0.0123683504698901,0.0506914190910688,1605.47,3.780423134951053e-05,0.09284484373516223,0.013193826075905413,0.05453463043315214,0.08325302409113848,0.0007627448059503635,0.00492750792406649,21.30611191988757,330.47448017123537,211.44210573874625
2023-03-01,0.0300901879598371,0.0122808407882023,0.0492503412199671,1656.7,4.60507917717275e-05,0.09104954040404878,0.013204010799373483,0.054457610138480605,0.0840285741784618,0.0007478067189733875,0.00499321149390903,20.701279820355097,337.33619358852155,208.3651337650183
2023-03-02,0.0459071753595989,0.0125586567737346,0.0533106435740524,1641.69,4.1813474241732033e-05,0.07767250137131293,0.01322526026253884,0.054454092474116665,0.05071097843314663,0.0007185832391647382,0.004994007583175695,29.26252067991294,351.62000554848197,208.31846140299928
2023-03-03,0.0431834002889412,0.012537763948999,0.0578712330154647,1558.69,4.2050166212228096e-05,0.07726876468873067,0.013218367184429923,0.05463796772849296,0.05094296151643933,0.0007243223638153097,0.005015560250379978,28.97785351823103,348.65215142547106,208.1236902069536
2023-03-04,0.019143454491672,0.012489794032614,0.0491743406552553,1556.43,3.6294988513826135e-05,0.07592301351729859,0.0132102607037355,0.05437979854291819,0.05195138104792614,0.0007312695288083868,0.0050928149788113854,27.920473090798478,345.1281181985564,203.99810256644525
2023-03-05,0.0104637282229643,0.0125800200187331,0.0487232990151234,1571.74,3.93222324524071e-05,0.07423374429223013,0.013198324334676798,0.0541782612210789,0.05325613410699652,0.0007387492269906987,0.00519546165399293,26.630428909833434,341.3250710123456,199.22661280284623
2023-03-06,0.0244335310909721,0.012730119185871,0.0473185225144864,1566.31,5.485272402005512e-05,0.07344902663341123,0.013189942416742727,0.0539094357414771,0.053826774553315485,0.0007427091840278818,0.005337659781087284,26.06958516783666,339.28959202983816,192.95690732200617
2023-03-07,0.0242154719369534,0.013276064882917,0.0546424119607701,1550.4,4.88792816078688e-05,0.07226356354011801,0.013188800994531178,0.05402553172677123,0.05452530310272471,0.0007425441182261379,0.005313608695337137,25.320234173294,339.3356475664183,194.2477125359505
2023-03-08,0.0308241766508884,0.0136209307331395,0.0515213306346231,1552.67,4.792569688139192e-05,0.07230189800532805,0.013191415710392278,0.05405350525397589,0.05449472344173265,0.0007439692448094601,0.005297585206086041,25.34788204471348,338.7527710850908,194.9361317833696
2023-03-09,0.0122113370917632,0.0137631753170082,0.050413236378563,1432.87,4.721654433054086e-05,0.06557359614645761,0.013190178197094036,0.05389649777686527,0.048522257558156194,0.0007429516862286881,0.00533445234841127,25.8187037945392,339.18490972420153,193.0265896058634
2023-03-10,0.0804924619232169,0.0135332260058472,0.060186750442765,1426.2,4.5431129084682e-05,0.06532386609370021,0.01317708146764966,0.05401138885080999,0.04842211449295911,0.0007329264241706202,0.005433994990560488,25.773569007587167,343.4830286588312,189.89456871179254
